,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 132872,0.051342904,0.059438273,0.031281458,-0.111974551,0.022428983,0.01035789,0.038012897,0.022775492,0.052480865,0.013245594,0.035498238,0.026890528,0.07589265,0.010134321,0.038012897,0.041250158,0.010403878,0.037647757,0.048268665,0.035562915,0.034194538,-0.028402119,0.020288027,0.004888952,0.01585775,0.052533921,0.007544913,0.049293729,-0.000799302,-0.014084828,0.023959982,-0.150888235,-0.065682411,0.275484813,0.008794374,-0.025723122,-0.028051703,-0.012188776,-0.017506664,0.083763746,0.007246594,-0.016263408,-0.166843127,-0.009719963,0.009757978,0.028265999,1,0.086984849,0.014741798,-0.060607112,0.279796774,-0.031666167,-0.058460444,0.078684421,0.052629308,0.054898429,-0.113967109,-0.122160887,-0.131038116,0.024474738,-0.011975069,0.004150589,-0.018795125,0.026442521,0.01339756,-0.033267808,-0.001250182,0.002847608,-0.03512782,0.022428983,0.001406414,0.045268412,0.0156026,-0.004461187,-0.014758943,-0.146460501,-0.064984026,-0.055646522,-0.037105809,0.049501924,-0.099289881,0.012707301,0.022443452,0.138797485,0.208148001,-0.106335541,0.06683001,-0.148871901,0.049833266,0.264793377,-0.043309957,-0.089944781,-0.113037632,-0.100100453,-0.094696336,-0.069626671,0.064850639,-0.154006981,-0.101009891,0.448534639,-0.035116527,0.244022928,-0.075814218,0.572709798,-0.118011741,0.074550916,0.106493494,0.033873796,0.087319512,0.177081424,0.213437484,-0.018081792,-0.040721543,-0.040210871,0.125912057,-0.019478091,-0.064360714,-0.184917927,0.165615616,0.219416996,-0.094696336,-0.097251496,-0.026886053,0.05823767,-0.002988944,0.028911127,0.010517387,-0.091306968,-0.060338179,0.032685403
Place 132875,0.092865067,0.095559718,0.060862485,0.285496696,0.05351945,0.035727461,0.07633532,0.049513598,0.089309234,0.04039469,0.061700871,0.055738641,0.122404483,0.035447682,0.07633532,0.070962915,0.041435983,0.068834681,0.078623726,0.065689515,0.060824262,-0.000536754,0.050630142,0.030089765,0.045860659,-0.120287681,-0.031394948,0.09107675,0.025107131,0.010089419,0.050627741,-0.190158243,-0.037435466,-0.079042682,0.040897503,0.001546587,-0.000653822,0.014597418,0.009356371,-0.087556517,0.039465456,0.012456119,-0.134960955,0.016672599,0.037110179,0.060195428,0.086984849,1,0.055535797,0.412441366,0.044442433,0.186895013,0.200566281,0.109007624,0.080221148,0.353753611,0.062657691,0.157995928,0.033732997,0.051350179,0.014540704,0.032279055,0.004846849,0.053563753,0.045157429,-0.008020045,0.024739318,0.031056961,-0.008621396,0.05351945,0.027192958,0.075857527,0.042767761,0.02170036,0.010026979,0.056717799,0.411787645,-0.026719282,-0.099073477,-0.024221252,-0.148804423,0.05372141,-0.076166129,0.082484547,-0.099226028,-0.077387759,0.11494253,-0.117277745,-0.062287993,-0.01642191,-0.008433816,-0.109042314,-0.082988776,-0.068526796,0.114389509,-0.036812872,-0.036975006,-0.122176869,-0.071874187,-0.075065456,-0.007122456,0.149515387,-0.047041186,-0.075100019,-0.089469168,0.047114596,-0.06750114,-0.070054577,0.053974756,-0.058456511,-0.117561381,0.018558076,-0.010386139,-0.012049822,0.422412994,0.009801784,-0.034946518,0.293172846,0.028208815,0.015851517,-0.060736471,-0.06698894,0.00044765,-0.083385093,0.204264163,0.058050792,0.0408758,-0.062839571,-0.03192395,0.063022203
Place 132877,0.31213626,0.305990838,0.222066914,-0.029982622,0.20896285,0.163866285,0.274078043,0.192190779,0.295587743,0.177523758,0.212476367,0.214649432,0.380033197,0.161022483,0.274078043,0.239764172,0.187582117,0.23659534,0.253749822,0.230443896,0.20927468,-0.088520322,0.203892279,0.160113401,0.195994238,-0.21063812,0.037177657,0.309318326,0.142118242,0.118855117,0.194208113,-0.220523517,0.267605198,-0.129464932,0.757070987,0.37434361,0.370963132,0.498133235,0.378856242,-0.052090954,0.374739654,0.001522896,-0.137701285,0.397635133,0.458264996,0.221481918,0.014741798,0.055535797,1,0.039008028,0.221690797,-0.070120554,0.036276791,0.138672994,0.100262872,0.003537578,-0.048283048,-0.078433947,0.042975813,0.193767145,0.122812723,0.159340135,0.105966012,0.196188669,0.194226398,0.083787945,0.143765124,0.157136003,0.081521531,0.20896285,0.145930571,0.248899109,0.179980217,0.138207946,0.116136938,-0.107704358,-0.064078089,0.047541114,0.01724619,-0.121289996,-0.154351228,0.236860016,-0.048052869,0.104783614,-0.068830281,-0.041964382,0.369634359,-0.107090963,-0.088971183,0.076519663,0.099453645,-0.097986767,-0.050343483,0.109093611,-0.006539894,0.035103238,0.029432947,-0.116141723,-0.095020897,-0.042934821,0.215443705,-0.045984759,0.024027135,-0.118871861,-0.06829488,0.00527741,-0.109026836,-0.031258987,0.109290348,-0.009989354,-0.112618512,0.163427452,0.085651444,0.598619775,0.005548067,0.120404199,0.032553464,-0.179142736,-0.034830974,-0.072623815,-0.006539894,-0.018274059,0.234868632,-0.267105205,0.015737289,0.217745185,0.187108303,-0.018305207,0.270355109,0.225732493
Place 132884,0.075186491,0.084079757,0.054396024,0.310806949,0.043922892,0.033221836,0.062452362,0.044898076,0.077052303,0.036486546,0.056532952,0.052549334,0.099658577,0.03163724,0.062452362,0.063179441,0.033040995,0.057993223,0.068862088,0.057359061,0.053654021,0.115997587,0.043149068,0.03237922,0.03996774,-0.179440371,0.241338632,0.073131081,0.020367657,0.012983142,0.046115951,-0.031399317,-0.042682759,0.093699578,0.029982247,-0.005312716,-0.007711321,0.012573609,0.004521362,-0.096077405,0.028400225,0.231314872,0.047368858,0.011174729,0.032903177,0.048396827,-0.060607112,0.412441366,0.039008028,1,0.026484661,0.002079892,0.215127975,0.002644643,-0.010732905,0.232207112,0.141245237,0.032193449,0.033143898,0.045191494,0.008851057,0.024289983,0.00724895,0.04567402,0.034687874,-0.008063337,0.021263586,0.022950379,-0.012451599,0.043922892,0.022640948,0.065791257,0.03752382,0.017956206,0.009796248,-0.11916747,0.205072461,-0.036127394,-0.149212526,-0.021726409,-0.150479301,0.036960685,0.048217412,0.168151569,-0.100967647,-0.082315661,0.090674421,-0.12179732,-0.110826376,-0.02399431,-0.021823138,-0.113749177,-0.0891712,-0.076537319,0.113919187,0.533376509,-0.043231191,-0.127085048,-0.112210851,0.059783052,-0.011010529,-0.082679363,-0.046517274,-0.020974229,0.128142728,-0.061653605,-0.122177486,-0.079143604,-0.13519768,-0.066552005,-0.123530752,0.008605435,-0.018926655,-0.017526472,-0.061329871,0.001478272,-0.045097654,0.323575024,-0.081943362,0.018722104,-0.075697335,-0.072748918,-0.006510632,-0.072575172,0.308059206,0.053321739,0.034506173,-0.069164,-0.034776306,0.054414709
Place 132885,0.293499749,0.291421389,0.211235116,-0.041775152,0.196399187,0.155723129,0.25781363,0.182869222,0.280471449,0.168325211,0.203144877,0.20532526,0.358059046,0.15236811,0.25781363,0.228412033,0.175461593,0.223575638,0.241452049,0.218726722,0.199008737,-0.100207937,0.192383087,0.153924934,0.185200072,-0.224773267,0.026323594,0.290490425,0.132868838,0.113109695,0.184953989,-0.15967444,0.020636836,-0.142380761,0.173278783,0.088477982,0.084334813,0.121393073,0.106005609,0.064952667,0.170657947,0.257906298,-0.06431904,0.116971192,0.162177632,0.207821002,0.279796774,0.044442433,0.221690797,0.026484661,1,0.013373708,0.026577151,0.124699626,0.087838885,-0.008767577,-0.062603644,-0.091745286,-0.099642457,0.183792726,0.112953993,0.148175293,0.100150439,0.185456225,0.181077828,0.076462257,0.134999529,0.145894619,0.072303794,0.196399187,0.136801294,0.236397828,0.170249908,0.129269984,0.108955427,-0.118185771,-0.075819845,0.035290522,-0.168572045,-0.133279073,-0.005972782,0.218551641,-0.060469579,0.092513557,0.013667158,-0.052658232,0.346549745,0.073971341,-0.09948608,0.213912343,0.083972996,-0.109042201,0.049946292,-0.032313602,-0.022641765,0.019562135,0.143043936,-0.127872878,0.051988353,0.208895133,0.080472552,0.164447489,0.015727476,0.069215427,-0.079350189,0.420794248,0.07450696,-0.043841702,-0.136212481,-0.02193478,-0.025440607,0.148954284,0.073423704,0.068463787,-0.006695445,0.108664927,0.019823545,-0.191615493,0.165279925,0.13691919,-0.022641765,0.088612319,0.086408728,-0.211918149,0.000307876,0.207727412,0.175995617,0.200417498,0.03659655,0.213830278
Place 132921,-0.045611263,-0.033303265,-0.042040981,0.146743086,-0.048654404,-0.050290737,-0.050876292,-0.042960702,-0.038994567,-0.051151689,-0.032434806,-0.046487986,-0.035640466,-0.049052657,-0.050876292,-0.034240292,-0.057927805,-0.037237517,-0.029029941,-0.038590889,-0.032404442,-0.088137785,-0.050400226,-0.058272212,-0.054172864,-0.103757398,-0.09871225,-0.047374755,-0.057057289,-0.069454684,-0.042082126,-0.061132123,-0.106608698,-0.076688642,-0.059125794,-0.075329055,-0.077037905,-0.069567292,-0.070685208,-0.105614656,-0.060316052,0.25558298,0.141759056,-0.063593113,-0.053735422,-0.044502461,-0.031666167,0.186895013,-0.070120554,0.002079892,0.013373708,1,0.184889545,0.250895117,0.14404713,0.493026169,0.058274444,0.118942017,0.311592526,-0.040629551,-0.065246041,-0.055764331,-0.070957575,-0.038188558,-0.05558778,-0.082315413,-0.05878187,-0.056735774,-0.082905575,-0.048654404,-0.055441926,-0.031346643,-0.048283325,-0.061131929,-0.068344809,-0.169013189,0.160888793,-0.097311433,0.090451293,-0.036895159,-0.146857999,-0.071810833,0.127888254,-0.081242955,-0.1293309,-0.136465572,-0.044164635,0.099650505,-0.134157707,-0.09695747,0.037843636,0.037650592,0.252414846,-0.08883983,0.113321525,0.13981656,-0.104624228,-0.175992779,-0.085272044,0.054942543,-0.086349539,0.027002387,-0.12036996,0.171588954,0.001299169,0.051893794,-0.06694946,-0.084793638,-0.055825411,0.147483011,-0.16901816,-0.089193718,-0.091227121,-0.088706237,0.209160498,-0.07437048,-0.000299068,0.115886235,-0.069792478,0.197559538,-0.008647106,-0.132529193,-0.076182445,0.015648837,0.165118498,-0.044303224,-0.058215681,-0.042544392,-0.105646664,-0.040793745
Place 132922,0.068769136,0.071214449,0.042150582,0.125379073,0.03626125,0.020743902,0.054444288,0.032876876,0.06576416,0.024523897,0.043890362,0.036826192,0.09406034,0.02100416,0.054444288,0.051339619,0.02536149,0.049964373,0.05842917,0.046781973,0.043675496,0.075270092,0.033308405,0.014168731,0.028737145,0.010305462,0.182774568,0.067200366,0.012110734,-0.002955203,0.033836606,-0.149300532,-0.043003557,-0.127944886,0.025346203,-0.008156746,-0.010049899,0.001608311,-0.001942882,-0.087290509,0.024107578,-0.058889499,0.125127019,0.004855763,0.021693936,0.042491671,-0.058460444,0.200566281,0.036276791,0.215127975,0.026577151,0.184889545,1,0.487269236,0.613467571,0.057810234,0.287611349,-0.089424434,-0.096021995,0.03497564,0.003021895,0.01854619,-0.007089601,0.037422617,0.029030468,-0.018065504,0.011291773,0.017493195,-0.017753729,0.03626125,0.013904746,0.05603744,0.027065599,0.008677409,-0.002133609,0.03398145,0.099331937,-0.032479513,-0.137510299,-0.034535294,-0.143365398,0.034690838,-0.075249329,-0.008805892,-0.099306034,-0.078096711,0.08743827,0.05200221,-0.106578891,-0.024932196,-0.017774238,0.056061732,-0.082982036,-0.013576695,0.08675357,-0.041019976,-0.042133622,-0.034955714,0.025070162,-0.074401115,-0.017087203,-0.07500252,-0.053685739,-0.121884207,0.175394917,0.025618554,0.054948092,0.039874852,-0.121398583,-0.060608931,-0.113441272,0.003610492,-0.019245276,-0.020854054,-0.056987917,-0.001342395,-0.039560608,0.083265899,-0.08050263,-0.095008338,0.235685695,-0.069347662,-0.009102225,0.054411578,-0.060410916,0.039268429,0.024429813,-0.064749476,-0.03917264,0.044476445
Place 132925,0.190627745,0.189411292,0.133488304,0.116850457,0.123589384,0.09421919,0.164977928,0.114067307,0.18145466,0.102812358,0.129455253,0.12772867,0.23651621,0.092665289,0.164977928,0.14660555,0.107775489,0.143900991,0.156759579,0.13964346,0.127402657,-0.09275982,0.119939828,0.090030864,0.114021021,-0.181584501,0.001967139,0.188423171,0.078726363,0.061007173,0.115560195,-0.092462339,-0.003719734,-0.125265304,0.106958723,0.046986732,0.044023844,0.068055057,0.058668637,-0.067216772,0.105073119,-0.02658426,0.228243866,0.067360625,0.09840905,0.132564793,0.078684421,0.109007624,0.138672994,0.002644643,0.124699626,0.250895117,0.487269236,1,0.15967612,0.069736732,0.339745584,-0.082222822,-0.088916434,0.115599498,0.064488399,0.090091048,0.052382693,0.117699721,0.11256937,0.035592534,0.079402238,0.088457364,0.034003556,0.123589384,0.081537607,0.153124518,0.105030064,0.075305358,0.05950557,0.134089727,-0.0747587,0.008944412,-0.143475068,-0.116996352,-0.14444819,0.13638487,-0.059886011,0.049335514,-0.080303749,-0.057330878,0.227932511,0.028844609,-0.030192906,0.027662297,0.041952603,-0.098942981,-0.064050883,-0.042750778,-0.033245079,-0.002096233,-0.004328664,0.022639314,0.233264561,-0.05702162,0.038777975,-0.058393472,-0.011306319,-0.116891396,-0.003672204,-0.02679014,0.305690439,-0.049013146,-0.119005055,-0.033350788,-0.110013187,0.085287993,0.034809892,0.030988024,-0.023613932,0.060910669,-0.002121023,-0.158595937,-0.054457641,-0.081043068,-0.033245079,-0.041217971,0.045506966,0.05564542,-0.020395931,0.130205596,0.107406728,0.041895324,0.006152426,0.136123314
Place 132937,0.144287019,0.1452668,0.100278397,-0.05990154,0.09140338,0.06846801,0.123615711,0.084916191,0.138220372,0.075069221,0.098330109,0.095430247,0.181465682,0.067285422,0.123615711,0.111508364,0.077851077,0.108773722,0.120029504,0.105428114,0.096554734,0.157077865,0.088462625,0.064557627,0.083440675,0.067385043,0.297606993,0.142308373,0.055209125,0.040261591,0.086212454,-0.13979499,-0.016104843,-0.122352333,0.076868847,0.027705097,0.025137197,0.045460489,0.037673554,-0.072068681,0.07522051,-0.036519732,0.027872642,0.045361037,0.071247318,0.09884669,0.052629308,0.080221148,0.100262872,-0.010732905,0.087838885,0.14404713,0.613467571,0.15967612,1,0.208560641,-0.067781429,-0.083095634,-0.089640576,0.086292291,0.042872175,0.064124402,0.033208748,0.088117472,0.081773025,0.018356101,0.055634462,0.062704386,0.016738317,0.09140338,0.057644831,0.11684802,0.077068695,0.052085706,0.038966841,-0.105141562,-0.077767455,-0.005270995,-0.137121816,-0.114147988,-0.138927958,0.098229361,-0.063779994,0.028686086,-0.083174958,-0.062144948,0.173526611,0.12721442,-0.039896809,0.009746371,0.020382502,0.129590716,-0.068282637,0.029141348,-0.043117237,-0.016058418,-0.016426653,-0.111653997,-0.050868621,-0.0618339,0.020105911,-0.062349021,-0.023326129,-0.114791823,0.292436991,0.091149353,-0.047290611,0.100005626,-0.116704349,-0.041541948,-0.107874877,0.056167857,0.016023636,0.013528973,-0.033945814,0.038744452,-0.014864953,0.063725825,-0.060670528,-0.083201141,0.375130378,-0.048966258,0.02642261,0.030008326,-0.033488071,0.097537871,0.077678256,-0.046404622,-0.007983203,0.102353431
Place 132951,0.03690229,0.047660151,0.024289704,0.194659166,0.014505661,0.006998462,0.026519978,0.017438054,0.040797383,0.008911035,0.029007495,0.021815182,0.056987844,0.006174024,0.026519978,0.032903652,0.003925146,0.028026003,0.038438093,0.027344841,0.026822528,0.077942509,0.013567001,0.004213875,0.010231163,-0.145056109,0.197759414,0.034859863,-0.004443124,-0.013042216,0.018590067,-0.065995702,-0.065003172,0.107880103,0.001174306,-0.028647127,-0.030908571,-0.01376681,-0.020040351,-0.117509363,-0.000339225,-0.017844452,0.012629132,-0.013105893,0.005522394,0.018826699,0.054898429,0.353753611,0.003537578,0.232207112,-0.008767577,0.493026169,0.057810234,0.069736732,0.208560641,1,-0.113015172,-0.120124758,-0.12883724,0.018273171,-0.015295851,-0.00152028,-0.017615551,0.019262023,0.005675422,-0.032293032,-0.004265353,-0.002789347,-0.035888794,0.014505661,-0.002301218,0.035497072,0.010461659,-0.007381196,-0.015186842,-0.138975008,-0.00684659,-0.057709266,0.056834515,0.049578796,-0.17200791,0.001527272,-0.103308847,-0.032633304,-0.123783262,-0.102601782,0.047767988,-0.044782992,-0.086403349,-0.04888104,0.049387929,0.152023353,0.116416251,-0.098429968,-0.096853949,0.285300132,-0.064830983,-0.146975262,-0.09408145,-0.104127214,-0.035989028,-0.100838767,-0.071688095,9.65E-05,0.091779242,0.073565749,-0.092421092,-0.033930172,-0.094890632,0.169324273,-0.142298757,-0.023553137,-0.043530732,-0.041479119,0.255136072,-0.023662406,-0.066173249,0.357275207,0.00168491,-0.011173412,-0.096853949,-0.094644144,-0.029776526,0.132833159,-0.093330539,0.022941396,0.005030794,-0.089297683,-0.058916701,0.024532127
Place 132954,-0.018857595,0.00281956,-0.0080801,0.188135131,-0.022158022,-0.016341488,-0.021616879,-0.010097601,-0.005103633,-0.017599801,0.000544832,-0.005960427,-0.009888556,-0.018612402,-0.021616879,-0.001642882,-0.030637472,-0.010996787,0.000717948,-0.007838489,-0.004208395,0.067611895,-0.019954096,-0.013165213,-0.02094751,-0.010225562,-0.08568644,-0.021297657,-0.030153969,-0.027861828,-0.00883711,-0.113831436,-0.089510632,-0.013693287,-0.037040594,-0.056476477,-0.058936646,-0.036402978,-0.045678024,-0.146286308,-0.038731146,0.029785823,0.048973765,-0.039573193,-0.021297122,-0.021356594,-0.113967109,0.062657691,-0.048283048,0.141245237,-0.062603644,0.058274444,0.287611349,0.339745584,-0.067781429,-0.113015172,1,0.51351504,0.545307342,-0.011242474,-0.041954696,-0.032991422,-0.032321505,-0.012549992,-0.032014126,-0.050265912,-0.028560426,-0.03438648,-0.059105996,-0.022158022,-0.027825332,-0.002589855,-0.017732018,-0.031940999,-0.03404703,0.024808086,0.271498749,-0.088102695,0.001681115,-0.06601458,-0.019236884,-0.050620564,0.261182373,-0.064933457,-0.143116795,-0.125021015,-0.021609944,0.042713712,-0.151694147,0.001107327,-0.088819064,-0.154032165,0.045969509,-0.126805292,0.327406639,0.078215439,-0.090360123,-0.065447397,0.017592367,0.008078771,-0.060439005,-0.125375044,-0.089394387,0.040287214,-0.136555662,0.00598335,0.254522017,-0.126863781,-0.118957278,-0.114060282,-0.165106883,-0.062713173,0.008185443,-0.06760538,-0.111791906,-0.055101815,-0.097317599,0.037612246,-0.126511519,-0.028904893,0.327406639,-0.119558979,-0.057705105,-0.116151125,0.237110339,-0.006949025,-0.026677389,0.132486968,-0.08109487,-0.010974368
Place 132955,-0.05537338,-0.031090824,-0.032927634,-0.025714014,-0.046759232,-0.034870199,-0.053698631,-0.031617078,-0.038414888,-0.037836949,-0.022674577,-0.0294521,-0.053872399,-0.03713748,-0.053698631,-0.028233104,-0.053223363,-0.038148876,-0.027517632,-0.033826013,-0.027608291,0.135364483,-0.043608697,-0.030458664,-0.043589278,0.154005018,-0.094851755,-0.057673761,-0.047380182,-0.041426846,-0.030493111,-0.015903862,-0.097985865,-0.081755638,-0.060210828,-0.070749442,-0.072934235,-0.0522542,-0.060882648,-0.149230627,-0.061739466,0.128722389,-0.172185404,-0.055741175,-0.041129285,-0.047556859,-0.122160887,0.157995928,-0.078433947,0.032193449,-0.091745286,0.118942017,-0.089424434,-0.082222822,-0.083095634,-0.120124758,0.51351504,1,0.696147241,-0.033204625,-0.057855376,-0.052644038,-0.044811735,-0.035079082,-0.055666539,-0.06164301,-0.04570287,-0.053891408,-0.07121848,-0.046759232,-0.04531341,-0.030518725,-0.038425459,-0.048700351,-0.048073938,0.003775072,0.369534706,-0.098843932,0.065706198,0.014798061,-0.035172671,-0.080605408,0.319940934,-0.080552083,-0.143168763,-0.127474053,-0.06528918,0.017991887,-0.150164228,-0.092011575,0.254852615,-0.151956702,-0.032006131,-0.132146978,0.177701915,0.206813787,-0.098847588,-0.16573897,-0.147662785,0.10893975,-0.073538444,0.078496094,-0.096299553,0.108223462,-0.136938629,-0.015147589,0.020317883,-0.1311327,0.040738608,-0.119806962,-0.1622094,-0.084551447,-0.088860703,-0.080088597,0.005666177,-0.0717729,-0.107033188,0.219359316,-0.1295698,0.057855665,0.177701915,-0.124369302,-0.071840532,-0.120187541,0.497315928,-0.031036128,-0.048729415,0.095294973,-0.090404082,-0.036657503
Place 132958,-0.061079321,-0.03489447,-0.036372893,-0.028272774,-0.051206641,-0.038101768,-0.059025661,-0.034794169,-0.042711736,-0.041372789,-0.025320517,-0.032535697,-0.059893202,-0.040550677,-0.059025661,-0.031456093,-0.058005339,-0.042137873,-0.030800751,-0.037418544,-0.030640756,0.092102028,-0.047757311,-0.033239107,-0.047661898,-0.030448057,-0.101893783,-0.063537126,-0.051460418,-0.044790487,-0.033596715,-0.161803694,0.014687025,-0.087796087,-0.06554788,0.063135991,0.061130789,-0.056556734,-0.065806559,-0.159776883,-0.067177649,0.135940725,-0.016577723,0.076928992,-0.044880068,-0.052170842,-0.131038116,0.033732997,0.042975813,0.033143898,-0.099642457,0.311592526,-0.096021995,-0.088916434,-0.089640576,-0.12883724,0.545307342,0.696147241,1,-0.036540342,-0.062617915,-0.057253659,-0.048372103,-0.038602155,-0.060702991,-0.066361152,-0.049639117,-0.058582793,-0.076701157,-0.051206641,-0.049259042,-0.034001066,-0.042047736,-0.052831609,-0.051976131,-0.081000297,0.283136433,-0.106277427,0.245390767,-0.178999202,-0.038031487,-0.087749227,0.339496619,-0.086930524,-0.153040627,-0.136433223,-0.072111697,0.018410975,-0.160467355,-0.099039004,-0.11390108,-0.162401139,0.18641748,-0.076362573,0.358674364,0.218702878,-0.106122822,-0.177085211,-0.157712329,0.114905415,-0.079223522,0.192407659,-0.103197346,0.114390258,-0.146480915,-0.01692651,0.020875839,-0.140503265,0.101124032,-0.128442392,-0.17334845,-0.091484846,-0.095729348,0.04547248,0.071353563,-0.077576732,0.029922721,0.014860608,-0.138667035,0.060716639,0.187764192,-0.133231815,-0.077514183,-0.262843184,0.443106136,-0.034284522,-0.053139623,0.100521543,-0.097066252,-0.040437154
